#,id,end_line,kind,parse_mode,program_id,snippet,start_line
637,631,60,EVALUATE,FULL,1070,"EVALUATE WRK-OPCAO
       WHEN 1
        PERFORM 5000-INCLUIR
       WHEN 2
         PERFORM 6000-CONSULTAR
       WHEN 3
         PERFORM 7000-ALTERAR
       WHEN 4
         PERFORM 8000-EXCLUIR
       WHEN 5
         PERFORM 9000-RELATORIOTELA
       WHEN OTHER
         IF WRK-OPCAO NOT EQUAL 'X'
             DISPLAY 'ENTRE COM OPCAO CORRETA'
         END-IF
     END-EVALUATE",45
638,632,59,IF,FULL,1070,"IF WRK-OPCAO NOT EQUAL 'X'
             DISPLAY 'ENTRE COM OPCAO CORRETA'
         END-IF",57
639,633,105,IF,FULL,1070,"IF CLIENTES-STATUS = 0
             ACCEPT SS-DADOS
              REWRITE CLIENTES-REG
                IF CLIENTES-STATUS = 0
                     MOVE 'REGISTRO ALTERADO ' TO WRK-MSGERRO
                     ACCEPT MOSTRA-ERRO
                ELSE
                     MOVE 'REGISTRO NAO ALTERADO' TO WRK-MSGERRO
                     ACCEPT MOSTRA-ERRO
                END-IF
          ELSE
               MOVE 'REGISTO NAO ENCONTRADO ' TO WRK-MSGERRO
               ACCEPT MOSTRA-ERRO
         END-IF",92
640,634,101,IF,FULL,1070,"IF CLIENTES-STATUS = 0
                     MOVE 'REGISTRO ALTERADO ' TO WRK-MSGERRO
                     ACCEPT MOSTRA-ERRO
                ELSE
                     MOVE 'REGISTRO NAO ALTERADO' TO WRK-MSGERRO
                     ACCEPT MOSTRA-ERRO
                END-IF",95
641,635,125,IF,FULL,1070,"IF WRK-TECLA = 'S' AND CLIENTES-STATUS = 0
                    DELETE CLIENTES
                     INVALID KEY
                     MOVE 'NAO EXCLUIDO ' TO WRK-MSGERRO
                     ACCEPT  MOSTRA-ERRO
                   END-DELETE
              END-IF",119
642,636,152,IF,FULL,1070,"IF WRK-CONTALINHA = 5
                  MOVE 'PRESSIONE ALGUMA TECLA ' TO WRK-MSGERRO
                  ACCEPT MOSTRA-ERRO
                 MOVE 'MODULO - RELATORIO ' TO WRK-MODULO
                 DISPLAY TELA
                 DISPLAY '   RELATORIO DE CLIENTES '
                 DISPLAY '----------------------'
                 MOVE 0 TO WRK-CONTALINHA
              END-IF",144
643,637,37,IF,FULL,1074,"IF CLIENTES-STATUS = 35 THEN
           OPEN OUTPUT CLIENTES
           CLOSE CLIENTES
           OPEN I-O CLIENTES
        END-IF",33
644,638,57,EVALUATE,FULL,1074,"EVALUATE WRK-OPCAO
       WHEN 1
        PERFORM 5000-INCLUIR
       WHEN 2
         CONTINUE
       WHEN 3
         CONTINUE
       WHEN 4
         CONTINUE
       WHEN 5
         CONTINUE
       WHEN OTHER
         IF WRK-OPCAO NOT EQUAL 'X'
             DISPLAY 'ENTRE COM OPCAO CORRETA'
         END-IF
     END-EVALUATE",42
645,639,56,IF,FULL,1074,"IF WRK-OPCAO NOT EQUAL 'X'
             DISPLAY 'ENTRE COM OPCAO CORRETA'
         END-IF",54
646,640,37,IF,FULL,1075,"IF CLIENTES-STATUS = 35 THEN
           OPEN OUTPUT CLIENTES
           CLOSE CLIENTES
           OPEN I-O CLIENTES
        END-IF",33
647,641,58,EVALUATE,FULL,1075,"EVALUATE WRK-OPCAO
       WHEN 1
        PERFORM 5000-INCLUIR
       WHEN 2
         PERFORM 6000-CONSULTAR
       WHEN 3
         PERFORM 7000-ALTERAR
       WHEN 4
         PERFORM 8000-EXCLUIR
       WHEN 5
         PERFORM 9000-RELATORIOTELA
       WHEN OTHER
         IF WRK-OPCAO NOT EQUAL 'X'
             DISPLAY 'ENTRE COM OPCAO CORRETA'
         END-IF
     END-EVALUATE",43
648,642,57,IF,FULL,1075,"IF WRK-OPCAO NOT EQUAL 'X'
             DISPLAY 'ENTRE COM OPCAO CORRETA'
         END-IF",55
649,643,103,IF,FULL,1075,"IF CLIENTES-STATUS = 0
             ACCEPT SS-DADOS
              REWRITE CLIENTES-REG
                IF CLIENTES-STATUS = 0
                     MOVE 'REGISTRO ALTERADO ' TO WRK-MSGERRO
                     ACCEPT MOSTRA-ERRO
                ELSE
                     MOVE 'REGISTRO NAO ALTERADO' TO WRK-MSGERRO
                     ACCEPT MOSTRA-ERRO
                END-IF
          ELSE
               MOVE 'REGISTO NAO ENCONTRADO ' TO WRK-MSGERRO
               ACCEPT MOSTRA-ERRO
         END-IF",90
650,644,99,IF,FULL,1075,"IF CLIENTES-STATUS = 0
                     MOVE 'REGISTRO ALTERADO ' TO WRK-MSGERRO
                     ACCEPT MOSTRA-ERRO
                ELSE
                     MOVE 'REGISTRO NAO ALTERADO' TO WRK-MSGERRO
                     ACCEPT MOSTRA-ERRO
                END-IF",93
651,645,123,IF,FULL,1075,"IF WRK-TECLA = 'S' AND CLIENTES-STATUS = 0
                    DELETE CLIENTES
                     INVALID KEY
                     MOVE 'NAO EXCLUIDO ' TO WRK-MSGERRO
                     ACCEPT  MOSTRA-ERRO
                   END-DELETE
              END-IF",117
652,646,14,IF,FULL,1076,"IF WRK-NUMERO > 0
         PERFORM 0200-PROCESSAR
     END-IF",12
653,647,14,IF,FULL,1078,"IF WRK-NOTA1 > 0 AND WRK-NOTA2 > 0
           PERFORM 0200-PROCESSAR
       END-IF",12
654,648,31,IF,FULL,1078,"IF WRK-MEDIA >= 6
            DISPLAY 'APROVADO'
        ELSE
            IF WRK-MEDIA >= 2
                DISPLAY 'RECUPERACAO'
            ELSE
                DISPLAY 'REPROVADO'
            END-IF
    END-IF",23
655,649,30,IF,FULL,1078,"IF WRK-MEDIA >= 2
                DISPLAY 'RECUPERACAO'
            ELSE
                DISPLAY 'REPROVADO'
            END-IF",26
656,650,36,IF,FULL,1083,"IF CLIENTES-STATUS = 35 THEN
           OPEN OUTPUT CLIENTES
           CLOSE CLIENTES
           OPEN I-O CLIENTES
        END-IF",32
657,651,55,EVALUATE,FULL,1083,"EVALUATE WRK-OPCAO
       WHEN 1
        PERFORM 5000-INCLUIR
       WHEN 2
         CONTINUE
       WHEN 3
         CONTINUE
       WHEN 4
         CONTINUE
       WHEN 5
         CONTINUE
       WHEN OTHER
         IF WRK-OPCAO NOT EQUAL 'X'
             DISPLAY 'ENTRE COM OPCAO CORRETA'
         END-IF
     END-EVALUATE",40
658,652,54,IF,FULL,1083,"IF WRK-OPCAO NOT EQUAL 'X'
             DISPLAY 'ENTRE COM OPCAO CORRETA'
         END-IF",52
659,653,37,IF,FULL,1087,"IF CLIENTES-STATUS = 35 THEN
           OPEN OUTPUT CLIENTES
           CLOSE CLIENTES
           OPEN I-O CLIENTES
        END-IF",33
660,654,58,EVALUATE,FULL,1087,"EVALUATE WRK-OPCAO
       WHEN 1
        PERFORM 5000-INCLUIR
       WHEN 2
         PERFORM 6000-CONSULTAR
       WHEN 3
         PERFORM 7000-ALTERAR
       WHEN 4
         PERFORM 8000-EXCLUIR
       WHEN 5
         PERFORM 9000-RELATORIOTELA
       WHEN OTHER
         IF WRK-OPCAO NOT EQUAL 'X'
             DISPLAY 'ENTRE COM OPCAO CORRETA'
         END-IF
     END-EVALUATE",43
661,655,57,IF,FULL,1087,"IF WRK-OPCAO NOT EQUAL 'X'
             DISPLAY 'ENTRE COM OPCAO CORRETA'
         END-IF",55
662,656,103,IF,FULL,1087,"IF CLIENTES-STATUS = 0
             ACCEPT SS-DADOS
              REWRITE CLIENTES-REG
                IF CLIENTES-STATUS = 0
                     MOVE 'REGISTRO ALTERADO ' TO WRK-MSGERRO
                     ACCEPT MOSTRA-ERRO
                ELSE
                     MOVE 'REGISTRO NAO ALTERADO' TO WRK-MSGERRO
                     ACCEPT MOSTRA-ERRO
                END-IF
          ELSE
               MOVE 'REGISTO NAO ENCONTRADO ' TO WRK-MSGERRO
               ACCEPT MOSTRA-ERRO
         END-IF",90
663,657,99,IF,FULL,1087,"IF CLIENTES-STATUS = 0
                     MOVE 'REGISTRO ALTERADO ' TO WRK-MSGERRO
                     ACCEPT MOSTRA-ERRO
                ELSE
                     MOVE 'REGISTRO NAO ALTERADO' TO WRK-MSGERRO
                     ACCEPT MOSTRA-ERRO
                END-IF",93
664,658,123,IF,FULL,1087,"IF WRK-TECLA = 'S' AND CLIENTES-STATUS = 0
                    DELETE CLIENTES
                     INVALID KEY
                     MOVE 'NAO EXCLUIDO ' TO WRK-MSGERRO
                     ACCEPT  MOSTRA-ERRO
                   END-DELETE
              END-IF",117
665,659,41,EVALUATE,FULL,1091,"EVALUATE WRK-OPCAO
       WHEN 1
        PERFORM 5000-RELATORIO-TELA
       WHEN 2
         CONTINUE
       WHEN 3
         CONTINUE
       WHEN 4
         CONTINUE
       WHEN 5
         ACCEPT MENU-RELATO
         IF WRK-OPCAO-RELATO EQUAL 1
             PERFORM 5000-RELATORIO-TELA
         END-IF
         IF WRK-OPCAO-RELATO EQUAL 2
             PERFORM 5010-RELATORIO-DISCO
         END-IF
       WHEN OTHER
         IF WRK-OPCAO NOT EQUAL 'X'
             DISPLAY 'ENTRE COM OPCAO CORRETA'
         END-IF
     END-EVALUATE",20
666,660,33,IF,FULL,1091,"IF WRK-OPCAO-RELATO EQUAL 1
             PERFORM 5000-RELATORIO-TELA
         END-IF",31
667,661,36,IF,FULL,1091,"IF WRK-OPCAO-RELATO EQUAL 2
             PERFORM 5010-RELATORIO-DISCO
         END-IF",34
668,662,40,IF,FULL,1091,"IF WRK-OPCAO NOT EQUAL 'X'
             DISPLAY 'ENTRE COM OPCAO CORRETA'
         END-IF",38
669,663,9,IF,PROCEDURE_ONLY,1094,"IF CRM = 99
       MOVE 'M' TO PARM
    ELSE
       MOVE ' ' TO PARM
    END-IF",5
670,664,38,EVALUATE,PROCEDURE_ONLY,1094,"EVALUATE E-ANNEE
       WHEN '2006'
          CALL 'EFITA3B6' USING ENTREE SORTIE CRM RCM PARM
       WHEN '2007'
          CALL 'EFITA3B7' USING ENTREE SORTIE CRM RCM PARM
       WHEN '2008'
          CALL 'EFITA3B8' USING ENTREE SORTIE CRM RCM PARM
       WHEN '2009'
          CALL 'EFITA3B8' USING ENTREE SORTIE CRM RCM PARM
       WHEN '2010'
          CALL 'EFITA3B0' USING ENTREE SORTIE CRM RCM PARM
       WHEN '2011'
          CALL 'EFITA3B1' USING ENTREE SORTIE CRM RCM PARM
       WHEN '2012'
          CALL 'EFITA3B2' USING ENTREE SORTIE CRM RCM PARM
       WHEN '2013'
          CALL 'EFITA3B3' USING ENTREE SORTIE CRM RCM PARM
       WHEN '2014'
          CALL 'EFITA3B4' USING ENTREE SORTIE CRM RCM PARM
       WHEN '2015'
          CALL 'EFITA3B5' USING ENTREE SORTIE CRM RCM PARM
       WHEN '2016'
          CALL 'EFITA3B6' USING ENTREE SORTIE CRM RCM PARM
       WHEN '2017'
          CALL 'EFITA3B7' USING ENTREE SORTIE CRM RCM PARM
       WHEN '2018'
          CALL 'EFITA3B8' USING ENTREE SORTIE CRM RCM PARM
    END-EVALUATE",11
671,665,16,IF,PROCEDURE_ONLY,1096,"IF COMBAT-CCOBNB NOT = 2
       MOVE 12 TO CR
       MOVE  1 TO RC
    END-IF",13
672,666,22,IF,PROCEDURE_ONLY,1096,"IF COMBAT-DAN = '2018'
        CONTINUE
     ELSE
        MOVE 12 TO CR
        MOVE  2 TO RC
    END-IF",17
673,667,34,IF,PROCEDURE_ONLY,1096,"IF COMBAT-MBACOM     NOT NUMERIC OR
       COMBAT-MBADEP     NOT NUMERIC OR
       COMBAT-MBAREG     NOT NUMERIC OR
       COMBAT-MBASYN     NOT NUMERIC OR
       COMBAT-MBACU      NOT NUMERIC OR
       COMBAT-MBAGE3     NOT NUMERIC OR
       COMBAT-MBATA3     NOT NUMERIC OR
       COMBAT-MBBT13  NOT NUMERIC OR
       COMBAT-MBBT13  NOT NUMERIC
       MOVE 12 TO CR
       MOVE 11 TO RC
    END-IF",23
674,668,38,IF,PROCEDURE_ONLY,1096,"IF NOT COMBAT-GTAUOM-OK
          MOVE 12 TO CR MOVE 5 TO RC
       END-IF",36
675,669,42,IF,PROCEDURE_ONLY,1096,"IF COMBAT-GTAUOM NOT = SPACE
       AND COMBAT-MBAOM NOT NUMERIC
          MOVE 12 TO CR MOVE 6 TO RC
       END-IF",39
676,670,45,IF,PROCEDURE_ONLY,1096,"IF COMBAT-GTAUOM = SPACE
          MOVE 0 TO COMBAT-MBAOM
       END-IF",43
677,671,260,IF,PROCEDURE_ONLY,1096,"IF CR NOT > ZERO
       EVALUATE TRUE ALSO TRUE ALSO TRUE ALSO TRUE
          WHEN COMBAT-DAN    = TAU-R-JAN    ALSO
               COMBAT-AC3DIR = TAU-R-DEPDIR ALSO
               COMBAT-CCOCOM = TAU-R-CCOCOM ALSO
               COMBAT-CCOIFP = TAU-R-CCOIFP
             CONTINUE
          WHEN OTHER
             IF PARM = 'M'
                CALL 'EFITAUX2' USING
                   COMBAT-DAN
                   COMBAT-AC3DIR
                   COMBAT-CCOCOM
                   COMBAT-CCOIFP
                   COMBAT-CCPPER
                   CR RC
                   ZES
                   ON EXCEPTION MOVE 24 TO CR MOVE 01 TO RC
                END-CALL
             ELSE
                CALL 'FMSTAU2' USING
                   COMBAT-DAN
                   COMBAT-AC3DIR
                   COMBAT-CCOCOM
                   COMBAT-CCOIFP
                   CR RC
                   ZES
                   ON EXCEPTION MOVE 24 TO CR MOVE 01 TO RC
                END-CALL
                MOVE ZESTAUX TO TAU-R-ROL1
                MOVE TAU-R-ROL1 TO ZESTAUX
             END-IF
             MOVE ZESTAUX TO TAU-E-AN
             MOVE ZESTAUX TO TAU-D-DEP
             MOVE ZESTAUX TO TAU-C-COM
             MOVE ZESTAUX TO TAU-R-ROL
       END-EVALUATE
       MOVE COMBAT-AIDFIC      TO BASEB-CLE
                                  COTISB-CLE
       MOVE COMBAT-ANUPRO      TO BASEB-ANUPRO
                                  COTISB-ANUPRO
       MOVE COMBAT-CCOBNB      TO BASEB-ACODB
                                  COTISB-ACODB
       MOVE 'I'                TO BASEB-IMPOT
                                  COTISB-IMPOT
       MOVE 'BN'               TO BASEB-GNEXPL
                                  COTISB-GNEXPL
       MOVE TAU-R-TAUCOM-B     TO BASEB-TAUCOM
                                  COTISB-TAUCOM
       MOVE TAU-D-TAUDEP-B     TO BASEB-TAUDEP
                                  COTISB-TAUDEP
       MOVE TAU-D-PTBTAS       TO BASEB-TAUTAS
                                  COTISB-TAUTAS
       MOVE TAU-R-TAUSYNDSFP-B TO BASEB-TAUSYN
                                  COTISB-TAUSYN
       MOVE TAU-R-TAUCUDFPVN-B TO BASEB-TAUCU
                                  COTISB-TAUCU
       MOVE TAU-R-TAUTSE-B     TO BASEB-TAUTSEN
                                  COTISB-TAUTSEN
       MOVE TAU-R-PTBTGP       TO BASEB-TAUTSEN
                                  COTISB-TAUTSEN
       MOVE TAU-R-PTBGEM       TO BASEB-TAUGEM
                                  COTISB-TAUGEM
       MOVE TAU-C-PBBOMP       TO BASEB-TAUOM1
                                  COTISB-TAUOM1
       MOVE TAU-C-PBBOMA       TO BASEB-TAUOM1
                                  COTISB-TAUOM1
       MOVE TAU-C-PBBOMB       TO BASEB-TAUOM1
                                  COTISB-TAUOM1
       MOVE TAU-C-PBBOMC       TO BASEB-TAUOM1
                                  COTISB-TAUOM1
       MOVE TAU-C-PBBOMD       TO BASEB-TAUOM1
                                  COTISB-TAUOM1
       MOVE TAU-C-PBBOME       TO BASEB-TAUOM1
                                  COTISB-TAUOM1
       MOVE COMBAT-MBACOM      TO BASEB-BBCOM
                                  COTISB-BBCOM
       MOVE COMBAT-MBADEP      TO BASEB-BBDEP
                                  COTISB-BBDEP
       MOVE COMBAT-MBASYN      TO BASEB-BBSYN
                                  COTISB-BBSYN
       MOVE COMBAT-MBACU       TO BASEB-BBCU
                                  COTISB-BBCU
       MOVE COMBAT-MBAGE3      TO BASEB-BBGEM
                                  COTISB-BBGEM
       MOVE COMBAT-MBATA3      TO BASEB-BBTAS
                                  COTISB-BBTAS
       MOVE COMBAT-MBBT13   TO BASEB-BBTSEN
                                  COTISB-BBTSEN
       MOVE COMBAT-MBBT13   TO BASEB-BBTSEN
                                  COTISB-BBTSEN
       PERFORM VARYING IND FROM 1 BY 1 UNTIL IND > 6
          MOVE COMBAT-GTAUOM TO BASEB-GTAUOM
                                     COTISB-GTAUOM
          MOVE COMBAT-MBAOM  TO BASEB-BBTEOM
                                     COTISB-BBTEOM
       END-PERFORM
       COMPUTE COTISB-COTICOM     ROUNDED =
               COTISB-BBCOM * COTISB-TAUCOM / 100
       COMPUTE COTISB-COTIDEP     ROUNDED =
               COTISB-BBDEP * COTISB-TAUDEP / 100
       COMPUTE COTISB-COTISYN     ROUNDED =
               COTISB-BBSYN * COTISB-TAUSYN / 100
       COMPUTE COTISB-COTICU      ROUNDED =
               COTISB-BBCU  * COTISB-TAUCU / 100
       COMPUTE COTISB-MCOGE3      ROUNDED =
               COTISB-BBGEM  * COTISB-TAUGEM / 100
       COMPUTE COTISB-MCOTA3      ROUNDED =
               COTISB-BBTAS  * COTISB-TAUTAS / 100
       COMPUTE COTISB-COTITSEN ROUNDED =
               COTISB-BBTSEN * COTISB-TAUTSEN / 100
       COMPUTE COTISB-COTITSEN ROUNDED =
               COTISB-BBTSEN * COTISB-TAUTSEN / 100
       COMPUTE COTISB-MCBTSA      ROUNDED =
               COTISB-COTITSEN + COTISB-COTITSEN +
               COTISB-MCOTA3
       PERFORM VARYING IND FROM 1 BY 1 UNTIL IND > 6
          EVALUATE BASEB-GTAUOM
             WHEN '  '
                MOVE ZERO TO COTISB-COTIS-OM
             WHEN 'P '
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN ' P'
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN 'RA'
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN 'RB'
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN 'RC'
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN 'RD'
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN 'RE'
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN OTHER CONTINUE
          END-EVALUATE
       END-PERFORM
       MOVE COMBAT-MVLTIM TO COTISB-COTIS-OMI
       MOVE 0 TO W-TOTCOTOM
       PERFORM VARYING IND FROM 1 BY 1 UNTIL IND > 7
          ADD COTISB-COTIS-OM TO W-TOTCOTOM
       END-PERFORM
       ADD COTISB-COTIS-OMI     TO W-TOTCOTOM
       COMPUTE W-TOTCOT3 = COTISB-COTICOM + COTISB-COTIDEP +
                           COTISB-COTICU + COTISB-MCOGE3
       COMPUTE W-TOTCOT8 = W-TOTCOTOM  + COTISB-COTISYN +
                           COTISB-MCOTA3
       COMPUTE W-TOTCOT9 = COTISB-COTITSEN +
                           COTISB-COTITSEN
       COMPUTE COTISB-FA300  ROUNDED = W-TOTCOT3 * W-F300ARN
       COMPUTE W-FRAIS       ROUNDED = W-TOTCOT3 * W-F300FRS
       COMPUTE COTISB-FN300          = W-FRAIS - COTISB-FA300
       COMPUTE COTISB-FA800  ROUNDED = W-TOTCOT8  * W-F800ARN
       COMPUTE W-FRAIS       ROUNDED = W-TOTCOT8  * W-F800FRS
       COMPUTE COTISB-FN800          = W-FRAIS - COTISB-FA800
       COMPUTE COTISB-FA900  ROUNDED = W-TOTCOT9  * W-F900ARN
       COMPUTE W-FRAIS       ROUNDED = W-TOTCOT9  * W-F900FRS
       COMPUTE COTISB-FN900          = W-FRAIS - COTISB-FA900
       IF COTISB-FA800  < COTISB-FN800
          ADD      1 TO   COTISB-FA800
          SUBTRACT 1 FROM COTISB-FN800
       END-IF
       IF COTISB-FA900  < COTISB-FN900
          ADD      1 TO   COTISB-FA900
          SUBTRACT 1 FROM COTISB-FN900
       END-IF
       MOVE COTISB-CLE         TO RETOURB-AIDFIC
       MOVE COTISB-ANUPRO      TO RETOURB-ANUPRO
       MOVE COTISB-ACODB       TO RETOURB-CCOBNB
       MOVE COTISB-COTICOM     TO RETOURB-MCTCOM
       MOVE COTISB-COTIDEP     TO RETOURB-MCTDEP
       MOVE COTISB-COTISYN     TO RETOURB-MCTSYN
       MOVE COTISB-COTICU      TO RETOURB-MCTCU
       MOVE COTISB-MCOGE3      TO RETOURB-MCOGE3
       MOVE COTISB-MCOTA3      TO RETOURB-MCOTA3
       MOVE COTISB-COTITSEN TO RETOURB-MCBT13
       MOVE COTISB-COTITSEN TO RETOURB-MCBT13
       MOVE COTISB-MCBTSA      TO RETOURB-MCBTSA
       MOVE COTISB-COTIS-OMI   TO RETOURB-MVLTIM
       PERFORM VARYING IND FROM 1 BY 1 UNTIL IND > 6
          MOVE COTISB-GTAUOM   TO RETOURB-GTAUOM
          MOVE COTISB-COTIS-OM TO RETOURB-MCTOM
       END-PERFORM
       MOVE W-TOTCOTOM         TO RETOURB-TCTOM
       COMPUTE RETOURB-TCTHFR = W-TOTCOT3 + W-TOTCOT8
                                          + W-TOTCOT9
       MOVE COTISB-FA300       TO RETOURB-MFA300
       MOVE COTISB-FN300       TO RETOURB-MFN300
       MOVE COTISB-FA800       TO RETOURB-MFA800
       MOVE COTISB-FN800       TO RETOURB-MFN800
       MOVE COTISB-FA900       TO RETOURB-MFA900
       MOVE COTISB-FN900       TO RETOURB-MFN900
       COMPUTE RETOURB-TCTFRA = COTISB-FA300 + COTISB-FN300
                              + COTISB-FA800 + COTISB-FN800
                              + COTISB-FA900 + COTISB-FN900
       COMPUTE RETOURB-TCTDU = RETOURB-TCTHFR
                             + RETOURB-MFA300  + RETOURB-MFN300
                             + RETOURB-MFA800  + RETOURB-MFN800
                             + RETOURB-MFA900  + RETOURB-MFN900
    END-IF",47
678,672,83,EVALUATE,PROCEDURE_ONLY,1096,"EVALUATE TRUE ALSO TRUE ALSO TRUE ALSO TRUE
          WHEN COMBAT-DAN    = TAU-R-JAN    ALSO
               COMBAT-AC3DIR = TAU-R-DEPDIR ALSO
               COMBAT-CCOCOM = TAU-R-CCOCOM ALSO
               COMBAT-CCOIFP = TAU-R-CCOIFP
             CONTINUE
          WHEN OTHER
             IF PARM = 'M'
                CALL 'EFITAUX2' USING
                   COMBAT-DAN
                   COMBAT-AC3DIR
                   COMBAT-CCOCOM
                   COMBAT-CCOIFP
                   COMBAT-CCPPER
                   CR RC
                   ZES
                   ON EXCEPTION MOVE 24 TO CR MOVE 01 TO RC
                END-CALL
             ELSE
                CALL 'FMSTAU2' USING
                   COMBAT-DAN
                   COMBAT-AC3DIR
                   COMBAT-CCOCOM
                   COMBAT-CCOIFP
                   CR RC
                   ZES
                   ON EXCEPTION MOVE 24 TO CR MOVE 01 TO RC
                END-CALL
                MOVE ZESTAUX TO TAU-R-ROL1
                MOVE TAU-R-ROL1 TO ZESTAUX
             END-IF
             MOVE ZESTAUX TO TAU-E-AN
             MOVE ZESTAUX TO TAU-D-DEP
             MOVE ZESTAUX TO TAU-C-COM
             MOVE ZESTAUX TO TAU-R-ROL
       END-EVALUATE",48
679,688,171,IF,PROCEDURE_ONLY,1098,"IF COTISNB-BNBCAA NEGATIVE
             IF COTISNB-BNBCAA > W-LIMBASCAAA-N
                 CONTINUE
             ELSE
                 MOVE W-DFIXCAAA-N TO COTISNB-DFIXCAA
             END-IF
          END-IF",165
680,689,170,IF,PROCEDURE_ONLY,1098,"IF COTISNB-BNBCAA > W-LIMBASCAAA-N
                 CONTINUE
             ELSE
                 MOVE W-DFIXCAAA-N TO COTISNB-DFIXCAA
             END-IF",166
681,673,78,IF,PROCEDURE_ONLY,1096,"IF PARM = 'M'
                CALL 'EFITAUX2' USING
                   COMBAT-DAN
                   COMBAT-AC3DIR
                   COMBAT-CCOCOM
                   COMBAT-CCOIFP
                   COMBAT-CCPPER
                   CR RC
                   ZES
                   ON EXCEPTION MOVE 24 TO CR MOVE 01 TO RC
                END-CALL
             ELSE
                CALL 'FMSTAU2' USING
                   COMBAT-DAN
                   COMBAT-AC3DIR
                   COMBAT-CCOCOM
                   COMBAT-CCOIFP
                   CR RC
                   ZES
                   ON EXCEPTION MOVE 24 TO CR MOVE 01 TO RC
                END-CALL
                MOVE ZESTAUX TO TAU-R-ROL1
                MOVE TAU-R-ROL1 TO ZESTAUX
             END-IF",55
682,674,196,EVALUATE,PROCEDURE_ONLY,1096,"EVALUATE BASEB-GTAUOM
             WHEN '  '
                MOVE ZERO TO COTISB-COTIS-OM
             WHEN 'P '
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN ' P'
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN 'RA'
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN 'RB'
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN 'RC'
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN 'RD'
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN 'RE'
                COMPUTE COTISB-COTIS-OM ROUNDED =
                        COTISB-BBTEOM * COTISB-TAUOM1
                                           / 100
             WHEN OTHER CONTINUE
          END-EVALUATE",164
683,675,222,IF,PROCEDURE_ONLY,1096,"IF COTISB-FA800  < COTISB-FN800
          ADD      1 TO   COTISB-FA800
          SUBTRACT 1 FROM COTISB-FN800
       END-IF",219
684,676,226,IF,PROCEDURE_ONLY,1096,"IF COTISB-FA900  < COTISB-FN900
          ADD      1 TO   COTISB-FA900
          SUBTRACT 1 FROM COTISB-FN900
       END-IF",223
685,677,9,IF,PROCEDURE_ONLY,1097,"IF CR  = 99
            MOVE 'M' TO PARM
        ELSE
            MOVE ' ' TO PARM
        END-IF",5
686,678,30,EVALUATE,PROCEDURE_ONLY,1097,"EVALUATE ANNEE
      WHEN 2010
        CALL  'EFITA3N0' USING   ENTREE  SORTIE  CR  RC PARM
      WHEN 2011
        CALL  'EFITA3N1' USING   ENTREE  SORTIE  CR  RC PARM
      WHEN 2012
        CALL  'EFITA3N2' USING   ENTREE  SORTIE  CR  RC PARM
      WHEN 2013
        CALL  'EFITA3N3' USING   ENTREE  SORTIE  CR  RC PARM
      WHEN 2014
        CALL  'EFITA3N4' USING   ENTREE  SORTIE  CR  RC PARM
      WHEN 2015
        CALL  'EFITA3N5' USING   ENTREE  SORTIE  CR  RC PARM
      WHEN 2016
        CALL  'EFITA3N6' USING   ENTREE  SORTIE  CR  RC PARM
      WHEN 2017
        CALL  'EFITA3N7' USING   ENTREE  SORTIE  CR  RC PARM
      WHEN 2018
        CALL  'EFITA3N8' USING   ENTREE  SORTIE  CR  RC PARM
    END-EVALUATE",11
687,679,22,IF,PROCEDURE_ONLY,1098,"IF  COMNONBA-CCOBNB NOT =  1
       MOVE   12      TO        CR
       MOVE    1      TO        RC
    END-IF",19
688,680,28,IF,PROCEDURE_ONLY,1098,"IF  COMNONBA-DAN  = '2018'
       CONTINUE
    ELSE
       MOVE   12      TO        CR
       MOVE   2       TO        RC
    END-IF",23
